ID товара,Наименование,Ссылка на товар,Регулярная цена,Промо цена,Бренд
618127,"Стейк Веско Мачете из говядины, 200г",https://online.metro-cc.ru/products/200g-stejk-machete-vesko-ohl,262,294.8,ВЕСКО
594166,Лопатка Мясо есть! телячья без кости охлажденная,https://online.metro-cc.ru/products/lopatka-telyachya-myaso-est-bez-kosti-vakuumnaya-upakovka,1229,0,МЯСО ЕСТЬ!
639005348,"Ножки кролика охлажденные, 650г",https://online.metro-cc.ru/products/650g-nozhki-krolika-vu-ohl,779,0,Без бренда
639055464,"Лопатка баранья Эколь Халяль на кости охлажденная, 400г",https://online.metro-cc.ru/products/400g-lopatka-baranya-nk-ekol-halyal-ohl-vu,919.01,0,ЭКОЛЬ
639055333,"Окорок Черкизово По-Техасски в соусе BBQ, ~1.1кг",https://online.metro-cc.ru/products/11kg-okorok-cherkizovo-po-tehasski-v-souse-bbq-vu,549,0,ЧЕРКИЗОВО
635981583,"Лопатка ягненка Мясо есть! Халяль без кости охлажденная, ~1.1кг",https://online.metro-cc.ru/products/11kg-lopatka-yagnenka-myaso-est-halyal-ohl-vu,1789,0,МЯСО ЕСТЬ!
639053753,"Свинина Черкизово в имбирно-соевом соусе с кунжутом, 800г",https://online.metro-cc.ru/products/800g-svinina-cherkizovo-v-imbirno-soevom-souse-s-kunzhutom-vu,479.01,0,ЧЕРКИЗОВО
639056009,"Мясо говяжье Эколь котлетное охлажденное, ~5кг",https://online.metro-cc.ru/products/5kg-kotletnoe-myaso-gov-ohl-vu,559,0,ЭКОЛЬ
639056499,"Лопатка баранья Эколь без кости охлажденная, ~800г",https://online.metro-cc.ru/products/800g-lopatka-baranya-bk-ekol-ohl-vu,2619,0,ЭКОЛЬ
639056004,"Окорок бараний Эколь Халяль охлажденный, 400г",https://online.metro-cc.ru/products/400g-okorok-baraniy-ekol-halyal-ohl-vu,1069,0,ЭКОЛЬ
425721167,"Гуляш из баранины Bazarco Халяль охлажденный, 400г",https://online.metro-cc.ru/products/400g-gulyash-bazarco-ohl-lotok,799,0,BAZARCO
639055338,"Шейка Черкизово По-Баварски в оригинальном соусе, ~1.1кг",https://online.metro-cc.ru/products/11kg-sheyka-cherkizovo-po-bavarski-v-originalnom-souse-vu,629,749,ЧЕРКИЗОВО
639056014,"Голяшка баранья Эколь охлажденная, ~800г",https://online.metro-cc.ru/products/800g-golyashka-baranya-ekol-ohl-vu,1319,0,ЭКОЛЬ
639053748,"Свинина Черкизово По-Шанхайски в кисло-сладком соусе, 1кг",https://online.metro-cc.ru/products/1kg-svinina-cherkizovo-po-shanhayski-v-kislo-sladkom-souse-vu,549,609,ЧЕРКИЗОВО
