ID товара,Наименование,Ссылка на товар,Регулярная цена,Промо цена,Бренд
575950,Стейк Мираторг Black Angus Томагавк из говядины охлажденный,https://online.metro-cc.ru/products/stejk-tomagavk-miratorg-black-angus-v-vakuumnoj-upakovke-95973,4492,4729,МИРАТОРГ
405392,"Корейка телячья Мясо есть! на кости охлажденная, ~800г",https://online.metro-cc.ru/products/korejka-telyachya-na-kosti-myaso-est-v-u,2468.83,0,МЯСО ЕСТЬ!
494713,"Лопатка свиная Сибагро охлажденная, ~8кг",https://online.metro-cc.ru/products/art-626758,349.17,0,СИБАГРО
607266648,"Котлета на косточке из ягнятины Мираторг Dorper охлажденная, 280г",https://online.metro-cc.ru/products/kotleta-na-kostochke-iz-yagnyatiny-miratorg-dorper-ohlazhdennaya-280g,1299,1459,МИРАТОРГ
198821,"Вырезка свиная Сибагро охлажденная, ~1.5кг",https://online.metro-cc.ru/products/sv-vyrezka-ekstra-ohl-g-s,479,0,СИБАГРО
425538116,"Окорок молодого барашка Bazarco Халяль на кости с голяшкой охлажденный, ~1кг",https://online.metro-cc.ru/products/1kg-okorok-na-kosti-s-golyashkoy-bazarco-ohl-vu,1719,0,BAZARCO
256067,"Мякоть бедра Мираторг говяжья охлажденная, ~600г",https://online.metro-cc.ru/products/myakot-bedra-govyazhya-vakuumnaya-upakovka,1102,1239,МИРАТОРГ
376061,Огузок Мираторг говяжий,https://online.metro-cc.ru/products/oguzok-govyazhij-mramornyj-miratorg,1079,1269,МИРАТОРГ
242362,"Передняя часть лопатки Заречное говяжья охлажденная, ~1.4кг",https://online.metro-cc.ru/products/file-lopatki-govyazhye,1139,1249.01,ЗАРЕЧНОЕ
510139,Часть верхняя Orenbeef говяжья охлажденная,https://online.metro-cc.ru/products/verhnyaya-chast-govyazhya-orenbeef,797.01,839,ORENBEEF
655002,"Тазобедренная часть говяжья Вахавяк Плюс без кости охлажденная, ~4кг",https://online.metro-cc.ru/products/tazobedrennaya-chast-b-k-ohl-v-u,797.01,879,ВАХАВЯК ПЛЮС
605578034,"METRO Chef Шея свиная бескостная стейки охлажденная, 600г",https://online.metro-cc.ru/products/metro-chef-sheya-svinaya-beskostnaya-steyki-ohlazhdennaya-600g,439,0,METRO CHEF
654642,"Шея говяжья Вахавяк Плюс без кости охлажденная, ~5кг",https://online.metro-cc.ru/products/sheya-govyazhya-b-k-ohl-v-u,692,769,ВАХАВЯК ПЛЮС
422293,Диафрагма Мираторг говяжья тонкая внутренняя,https://online.metro-cc.ru/products/diafragma-govyazhya-tonkaya-vnutrennyaya,1139,1269,МИРАТОРГ
581439,"Стейк Primebeef Минутка из говядины охлажденный, 400г",https://online.metro-cc.ru/products/stejk-minutka-iz-prajmbif-v-vakuumnoj-upakovke-400-g,635,715,PRIMEBEEF
605550351,"METRO Chef Лопатка бескостная из фермерской телятины, 800г",https://online.metro-cc.ru/products/800g-lopatka-beskostnaya-metro-chef-iz-fermerskoy-telyatiny,879,0,METRO CHEF
571409375,"Мякоть говяжьей лопаточной части Мясо есть! без кости охлажденная, 600г",https://online.metro-cc.ru/products/600g-myakot-lopatochnoy-chasti-myaso-est-bk-ohl-vu,588.01,719,МЯСО ЕСТЬ!
476680,"Стейк Мираторг Рамп говяжий Black Angus, 480г",https://online.metro-cc.ru/products/ramp-stejk-miratorg-skin-480g,569,635,МИРАТОРГ
89024,"Ребра свиные Останкино крупный кусок охлажденный, ~2.05кг",https://online.metro-cc.ru/products/rebra-svinye-krupnyj-kusok-vakuumnaya-upakovka-312728,559,0,ОСТАНКИНО
631105877,"Бекон свиной Ближние горки для жарки охлажденный, 260г",https://online.metro-cc.ru/products/260g-bekon-svinoy-blizhnie-gorki-dlya-zharki-vu-ohl,155,185,БЛИЖНИЕ ГОРКИ
605549471,"METRO Chef Мякоть бедра из фермерской телятины, 800г",https://online.metro-cc.ru/products/800g-myakot-bedra-metro-chef-iz-fermerskoy-telyatiny-ohl,1059,0,METRO CHEF
91521,"Корейка свиная Мираторг на кости без позвоночника охлажденная, ~5.44кг",https://online.metro-cc.ru/products/korejka-na-kosti-bez-pozvonochnika-vakuumnaya-upakovka-miratorg,493.38,0,МИРАТОРГ
604945059,"Свинина по-дижонски Черкизово охлажденная, 700г",https://online.metro-cc.ru/products/700g-svinina-po-dizhonski-cherkizovo-tf-ohl,379.01,0,ЧЕРКИЗОВО
632848580,"Оковалок говяжий Мясо есть! Халяль охлажденный, ~5кг",https://online.metro-cc.ru/products/okovalok-govyazhiy-myaso-est-halyal-ohlazhdennyy-5kg,1069,0,МЯСО ЕСТЬ!
619330140,"Стейк Веско Классический в маринаде, 190г",https://online.metro-cc.ru/products/steyk-vesko-klassicheskiy-v-marinade-190g,239,269.02,ВЕСКО
618872,"Стейк Веско Фленк из говядины охлажденный, 250г",https://online.metro-cc.ru/products/250g-stejk-flenk-vesko-ohl,319,359,ВЕСКО
594166,Лопатка Мясо есть! телячья без кости охлажденная,https://online.metro-cc.ru/products/lopatka-telyachya-myaso-est-bez-kosti-vakuumnaya-upakovka,1229,0,МЯСО ЕСТЬ!
593964,"Мясо свиное Ближние горки По-итальянски в соусе с вялеными томатами охлажденное, ~1.25кг",https://online.metro-cc.ru/products/myaso-po-italyanski-svinoe-ohlazhdennoe-dmitrogorskij-produkt,439,619,БЛИЖНИЕ ГОРКИ
616425535,"Стейк из корейки АгроЭко со специями охлажденный, 400г",https://online.metro-cc.ru/products/400g-steyk-agroeko-iz-koreyki-so-spetsiyami-ohl,289,0,АГРОЭКО
596343197,"Ягнятина для плова Мираторг Dorper охлажденная, 350г",https://online.metro-cc.ru/products/350g-yagnyatina-dlya-plova-miratorg-ohl,439,0,МИРАТОРГ
479836,"Край тонкий Мираторг Prime говяжий крупный кусок, ~6.3кг",https://online.metro-cc.ru/products/tonkij-kraj-krupnyj-kusok-prime-vakuumnaya-upakovka-miratorg,2598,2899.01,МИРАТОРГ
532408,Корейка Останкино свиная на кости без позвоночника,https://online.metro-cc.ru/products/korejka-na-kosti-bez-pozvonochnika-v-u-ostankino,493.38,0,ОСТАНКИНО
574163727,"Мякоть окорока из баранины Bazarco Халяль охлажденная, ~1кг",https://online.metro-cc.ru/products/1kg-myakot-okoroka-baranego-bazarco-ohl-vu,1939,0,BAZARCO
256164,"Оковалок Мираторг говяжий охлажденный, ~4.6кг",https://online.metro-cc.ru/products/okovalok-govyazhij-vakuumnaya-upakovka-miratorg,1198,1349,МИРАТОРГ
448668,"Говядина Заречное Чак ролл охлажденная, ~1.17кг",https://online.metro-cc.ru/products/chak-roll-govyazhij-vakuumnaya-upakovka,1424.01,1535.01,ЗАРЕЧНОЕ
413522179,"Часть внутренняя говяжья Orenbeef тазобедренного отруба охлажденный зернового откорма, ~1.8кг",https://online.metro-cc.ru/products/18kg-vnutr-chast-tbo-gov-orenbeef-ohl-zern-otkorm,844,889.01,ORENBEEF
